name,state,country
Canelinha,SC,BR
Canguaretama,RN,BR
Canguçu,RS,BR
Canhoba,SE,BR
Canhotinho,PE,BR
Canindé,CE,BR
Canindé de São Francisco,SE,BR
Canitar,SP,BR
Canoas,RS,BR
Canoinhas,SC,BR
Cansanção,BA,BR
Cantagalo,MG,BR
Cantagalo,PR,BR
Cantagalo,RJ,BR
Cantanhede,MA,BR
Cantá,RR,BR
Canto do Buriti,PI,BR
Canudos,BA,BR
Canudos do Vale,RS,BR
Canutama,AM,BR
Capanema,PA,BR
Capanema,PR,BR
Capão Alto,SC,BR
Capão Bonito,SP,BR
Capão Bonito do Sul,RS,BR
Capão da Canoa,RS,BR
Capão do Cipó,RS,BR
Capão do Leão,RS,BR
Caparaó,MG,BR
Capela,AL,BR
Capela,SE,BR
Capela de Santana,RS,BR
Capela do Alto,SP,BR
Capela do Alto Alegre,BA,BR
Capela Nova,MG,BR
Capelinha,MG,BR
Capetinga,MG,BR
Capim,PB,BR
Capim Branco,MG,BR
Capim Grosso,BA,BR
Capinópolis,MG,BR
Capinzal,SC,BR
Capinzal do Norte,MA,BR
Capistrano,CE,BR
Capitão,RS,BR
Capitão Andrade,MG,BR
Capitão de Campos,PI,BR
Capitão Enéas,MG,BR
Capitão Gervásio Oliveira,PI,BR
Capitão Leônidas Marques,PR,BR
Capitão Poço,PA,BR
Capitólio,MG,BR
Capivari,SP,BR
Capivari de Baixo,SC,BR
Capivari do Sul,RS,BR
Capixaba,AC,BR
Capoeiras,PE,BR
Caputira,MG,BR
Caraá,RS,BR
Caracaraí,RR,BR
Caracol,MS,BR
Caracol,PI,BR
Caraguatatuba,SP,BR
Caraí,MG,BR
Caraíbas,BA,BR
Carambeí,PR,BR
Caranaíba,MG,BR
Carandaí,MG,BR
Carangola,MG,BR
Carapebus,RJ,BR
Carapicuíba,SP,BR
Caratinga,MG,BR
Carauari,AM,BR
Caraúbas,PB,BR
Caraúbas,RN,BR
Caraúbas do Piauí,PI,BR
Caravelas,BA,BR
Carazinho,RS,BR
Carbonita,MG,BR
Cardeal da Silva,BA,BR
Cardoso,SP,BR
Cardoso Moreira,RJ,BR
Careaçu,MG,BR
Careiro,AM,BR
Careiro da Várzea,AM,BR
Cariacica,ES,BR
Caridade,CE,BR
Caridade do Piauí,PI,BR
Carinhanha,BA,BR
Carira,SE,BR
Cariré,CE,BR
Caririaçu,CE,BR
Cariri do Tocantins,TO,BR
Cariús,CE,BR
Carlinda,MT,BR
Carlópolis,PR,BR
Carlos Barbosa,RS,BR
Carlos Chagas,MG,BR
Carlos Gomes,RS,BR
Carmésia,MG,BR
Carmo,RJ,BR
Carmo da Cachoeira,MG,BR
Carmo da Mata,MG,BR
Carmo de Minas,MG,BR
Carmo do Cajuru,MG,BR
Carmo do Paranaíba,MG,BR
Carmo do Rio Claro,MG,BR
Carmo do Rio Verde,GO,BR
Carmolândia,TO,BR
Carmópolis,SE,BR
Carmópolis de Minas,MG,BR
Carnaíba,PE,BR
Carnaúba dos Dantas,RN,BR
Carnaubais,RN,BR
Carnaubal,CE,BR
Carnaubeira da Penha,PE,BR
Carneirinho,MG,BR
Carneiros,AL,BR
Caroebe,RR,BR
Carolina,MA,BR
Carpina,PE,BR
Carrancas,MG,BR
Carrapateira,PB,BR
Carrasco Bonito,TO,BR
Caruaru,PE,BR
Carutapera,MA,BR
Carvalhópolis,MG,BR
Carvalhos,MG,BR
Casa Branca,SP,BR
Casa Grande,MG,BR
Casa Nova,BA,BR
Casca,RS,BR
Cascalho Rico,MG,BR
Cascavel,CE,BR
Cascavel,PR,BR
Caseara,TO,BR
Caseiros,RS,BR
Casimiro de Abreu,RJ,BR
Casinhas,PE,BR
Casserengue,PB,BR
Cássia,MG,BR
Cássia dos Coqueiros,SP,BR
Cassilândia,MS,BR
Castanhal,PA,BR
Castanheira,MT,BR
Castanheiras,RO,BR
Castelândia,GO,BR
Castelo,ES,BR
Castelo do Piauí,PI,BR
Castilho,SP,BR
Castro,PR,BR
Castro Alves,BA,BR
Cataguases,MG,BR
Catalão,GO,BR
Catanduva,SP,BR
Catanduvas,PR,BR
Catanduvas,SC,BR
Catarina,CE,BR
Catas Altas,MG,BR
Catas Altas da Noruega,MG,BR
Catende,PE,BR
Catiguá,SP,BR
Catingueira,PB,BR
Catolândia,BA,BR
Catolé do Rocha,PB,BR
Catu,BA,BR
Catuípe,RS,BR
Catuji,MG,BR
Catunda,CE,BR
Caturaí,GO,BR
Caturama,BA,BR
Caturité,PB,BR
Catuti,MG,BR
Caucaia,CE,BR
Cavalcante,GO,BR
Caxambu,MG,BR
Caxambu do Sul,SC,BR
Caxias,MA,BR
Caxias do Sul,RS,BR
Caxingó,PI,BR
Ceará-Mirim,RN,BR
Cedral,MA,BR
Cedral,SP,BR
Cedro,CE,BR
Cedro,PE,BR
Cedro de São João,SE,BR
Cedro do Abaeté,MG,BR
Celso Ramos,SC,BR
Centenário,RS,BR
Centenário,TO,BR
Centenário do Sul,PR,BR
Central,BA,BR
Central de Minas,MG,BR
Central do Maranhão,MA,BR
Centralina,MG,BR
Centro do Guilherme,MA,BR
Centro Novo do Maranhão,MA,BR
Cerejeiras,RO,BR
Ceres,GO,BR
Cerqueira César,SP,BR
Cerquilho,SP,BR
Cerrito,RS,BR
Cerro Azul,PR,BR
Cerro Branco,RS,BR
Cerro Corá,RN,BR
Cerro Grande,RS,BR
Cerro Grande do Sul,RS,BR
Cerro Largo,RS,BR
Cerro Negro,SC,BR
Cesário Lange,SP,BR
Céu Azul,PR,BR
Cezarina,GO,BR
Chácara,MG,BR
Chã de Alegria,PE,BR
Chã Grande,PE,BR
Chalé,MG,BR
Chapada,RS,BR
Chapada de Areia,TO,BR
Chapada da Natividade,TO,BR
Chapada do Norte,MG,BR
Chapada dos Guimarães,MT,BR
Chapada Gaúcha,MG,BR
Chapadão do Céu,GO,BR
Chapadão do Lageado,SC,BR
Chapadão do Sul,MS,BR
Chapadinha,MA,BR
Chapecó,SC,BR
Chã Preta,AL,BR
Charqueada,SP,BR
Charqueadas,RS,BR
Charrua,RS,BR
Chaval,CE,BR
Chavantes,SP,BR
Chaves,PA,BR
Chiador,MG,BR
Chiapetta,RS,BR
Chopinzinho,PR,BR
Choró,CE,BR
Chorozinho,CE,BR
Chorrochó,BA,BR
Chuí,RS,BR
Chupinguaia,RO,BR
Chuvisca,RS,BR
Cianorte,PR,BR
Cícero Dantas,BA,BR
Cidade Gaúcha,PR,BR
Cidade Ocidental,GO,BR
Cidelândia,MA,BR
Cidreira,RS,BR
Cipó,BA,BR
Cipotânea,MG,BR
Ciríaco,RS,BR
Claraval,MG,BR
Claro dos Poções,MG,BR
Cláudia,MT,BR
Cláudio,MG,BR
Clementina,SP,BR
Clevelândia,PR,BR
Coaraci,BA,BR
Coari,AM,BR
Cocal,PI,BR
Cocal de Telha,PI,BR
Cocal dos Alves,PI,BR
Cocal do Sul,SC,BR
Cocalinho,MT,BR
Cocalzinho de Goiás,GO,BR
Cocos,BA,BR
Codajás,AM,BR
Codó,MA,BR
Coelho Neto,MA,BR
Coimbra,MG,BR
Coité do Noia,AL,BR
Coivaras,PI,BR
Colares,PA,BR
Colatina,ES,BR
Colíder,MT,BR
Colina,SP,BR
Colinas,MA,BR
Colinas,RS,BR
Colinas do Sul,GO,BR
Colinas do Tocantins,TO,BR
Colmeia,TO,BR
Colniza,MT,BR
Colômbia,SP,BR
Colombo,PR,BR
Colônia do Gurgueia,PI,BR
Colônia do Piauí,PI,BR
Colônia Leopoldina,AL,BR
Colorado,PR,BR
Colorado,RS,BR
Colorado do Oeste,RO,BR
Coluna,MG,BR
Combinado,TO,BR
Comendador Gomes,MG,BR
Comendador Levy Gasparian,RJ,BR
Comercinho,MG,BR
Comodoro,MT,BR
Conceição,PB,BR
Conceição da Aparecida,MG,BR
Conceição da Barra de Minas,MG,BR
Conceição da Barra,ES,BR
Conceição da Feira,BA,BR
Conceição das Alagoas,MG,BR
Conceição das Pedras,MG,BR
Conceição de Ipanema,MG,BR
Conceição de Macabu,RJ,BR
Conceição do Almeida,BA,BR
Conceição do Araguaia,PA,BR
Conceição do Canindé,PI,BR
Conceição do Castelo,ES,BR
Conceição do Coité,BA,BR
Conceição do Jacuípe,BA,BR
Conceição do Lago Açu,MA,BR
Conceição do Mato Dentro,MG,BR
Conceição do Pará,MG,BR
Conceição do Rio Verde,MG,BR
Conceição dos Ouros,MG,BR
Conceição do Tocantins,TO,BR
Conchal,SP,BR
Conchas,SP,BR
Concórdia,SC,BR
Concórdia do Pará,PA,BR
Condado,PB,BR
Condado,PE,BR
Conde,BA,BR
Conde,PB,BR
Condeúba,BA,BR
Condor,RS,BR
Cônego Marinho,MG,BR
Confins,MG,BR
Confresa,MT,BR
Congo,PB,BR
Congonhal,MG,BR
Congonhas,MG,BR
Congonhas do Norte,MG,BR
Congonhinhas,PR,BR
Conquista,MG,BR
Conquista d'Oeste,MT,BR
Conselheiro Lafaiete,MG,BR
Conselheiro Mairinck,PR,BR
Conselheiro Pena,MG,BR
Consolação,MG,BR
Constantina,RS,BR
Contagem,MG,BR
Contenda,PR,BR
Contendas do Sincorá,BA,BR
Coqueiral,MG,BR
Coqueiro Baixo,RS,BR
Coqueiros do Sul,RS,BR
Coqueiro Seco,AL,BR
Coração de Jesus,MG,BR
Coração de Maria,BA,BR
Corbélia,PR,BR
Cordeiro,RJ,BR
Cordeirópolis,SP,BR
Cordeiros,BA,BR
Cordilheira Alta,SC,BR
Cordisburgo,MG,BR
Cordislândia,MG,BR
Coreaú,CE,BR
Coremas,PB,BR
Corguinho,MS,BR
Coribe,BA,BR
Corinto,MG,BR
Cornélio Procópio,PR,BR
Coroaci,MG,BR
Coroados,SP,BR
Coroatá,MA,BR
Coromandel,MG,BR
Coronel Barros,RS,BR
Coronel Bicaco,RS,BR
Coronel Domingos Soares,PR,BR
Coronel Ezequiel,RN,BR
Coronel Fabriciano,MG,BR
Coronel Freitas,SC,BR
Coronel João Pessoa,RN,BR
Coronel João Sá,BA,BR
Coronel José Dias,PI,BR
Coronel Macedo,SP,BR
Coronel Martins,SC,BR
Coronel Murta,MG,BR
Coronel Pacheco,MG,BR
Coronel Pilar,RS,BR
Coronel Sapucaia,MS,BR
Coronel Vivida,PR,BR
Coronel Xavier Chaves,MG,BR
Córrego Danta,MG,BR
Córrego do Bom Jesus,MG,BR
Córrego do Ouro,GO,BR
Córrego Fundo,MG,BR
Córrego Novo,MG,BR
Correia Pinto,SC,BR
Corrente,PI,BR
Correntes,PE,BR
Correntina,BA,BR
Cortês,PE,BR
Corumbá,MS,BR
Corumbá de Goiás,GO,BR
Corumbaíba,GO,BR
Corumbataí,SP,BR
Corumbataí do Sul,PR,BR
Corumbiara,RO,BR
Corupá,SC,BR
Coruripe,AL,BR
Cosmópolis,SP,BR
Cosmorama,SP,BR
Costa Marques,RO,BR
Costa Rica,MS,BR
Cotegipe,BA,BR
Cotia,SP,BR
Cotiporã,RS,BR
Cotriguaçu,MT,BR
Couto de Magalhães,TO,BR
Couto de Magalhães de Minas,MG,BR
Coxilha,RS,BR
Coxim,MS,BR
Coxixola,PB,BR
Craíbas,AL,BR
Crateús,CE,BR
Crato,CE,BR
Cravinhos,SP,BR
Cravolândia,BA,BR
Criciúma,SC,BR
Crisólita,MG,BR
Crisópolis,BA,BR
Crissiumal,RS,BR
Cristais,MG,BR
Cristais Paulista,SP,BR
Cristal,RS,BR
Cristalândia,TO,BR
Cristalândia do Piauí,PI,BR
Cristal do Sul,RS,BR
Cristália,MG,BR
Cristalina,GO,BR
Cristiano Otoni,MG,BR
Cristianópolis,GO,BR
Cristina,MG,BR
Cristinápolis,SE,BR
Cristino Castro,PI,BR
Cristópolis,BA,BR
Crixás,GO,BR
Crixás do Tocantins,TO,BR
Croatá,CE,BR
Cromínia,GO,BR
Crucilândia,MG,BR
Cruz,CE,BR
Cruzália,SP,BR
Cruz Alta,RS,BR
Cruzaltense,RS,BR
Cruz das Almas,BA,BR
Cruz do Espírito Santo,PB,BR
Cruzeiro,SP,BR
Cruzeiro da Fortaleza,MG,BR
Cruzeiro do Iguaçu,PR,BR
Cruzeiro do Oeste,PR,BR
Cruzeiro do Sul,AC,BR
Cruzeiro do Sul,PR,BR
Cruzeiro do Sul,RS,BR
Cruzeta,RN,BR
Cruzília,MG,BR
Cruz Machado,PR,BR
Cruzmaltina,PR,BR
Cubatão,SP,BR
Cubati,PB,BR
Cuiabá,MT,BR
Cuité,PB,BR
Cuité de Mamanguape,PB,BR
Cuitegi,PB,BR
Cujubim,RO,BR
Cumari,GO,BR
Cumaru,PE,BR
Cumaru do Norte,PA,BR
Cumbe,SE,BR
Cunha,SP,BR
Cunha Porã,SC,BR
Cunhataí,SC,BR
Cuparaque,MG,BR
Cupira,PE,BR
Curaçá,BA,BR
Curimatá,PI,BR
Curionópolis,PA,BR
Curitiba,PR,BR
Curitibanos,SC,BR
Curiúva,PR,BR
Currais,PI,BR
Currais Novos,RN,BR
Curral de Cima,PB,BR
Curral de Dentro,MG,BR
Curralinho,PA,BR
Curralinhos,PI,BR
Curral Novo do Piauí,PI,BR
Curral Velho,PB,BR
Curuá,PA,BR
Curuçá,PA,BR
Cururupu,MA,BR
Curvelândia,MT,BR
Curvelo,MG,BR
Custódia,PE,BR
Cutias,AP,BR
Damianópolis,GO,BR
Damião,PB,BR
Damolândia,GO,BR
Darcinópolis,TO,BR
Dário Meira,BA,BR
Datas,MG,BR
David Canabarro,RS,BR
Davinópolis,GO,BR
Davinópolis,MA,BR
Delfim Moreira,MG,BR
Delfinópolis,MG,BR
Delmiro Gouveia,AL,BR
Delta,MG,BR
Demerval Lobão,PI,BR
Denise,MT,BR
Deodápolis,MS,BR
Deputado Irapuan Pinheiro,CE,BR
Derrubadas,RS,BR
Descalvado,SP,BR
Descanso,SC,BR
Descoberto,MG,BR
Desterro,PB,BR
Desterro de Entre Rios,MG,BR
Desterro do Melo,MG,BR
Dezesseis de Novembro,RS,BR
Diadema,SP,BR
Diamante,PB,BR
Diamante d'Oeste,PR,BR
Diamante do Norte,PR,BR
Diamante do Sul,PR,BR
Diamantina,MG,BR
Diamantino,MT,BR
Dianópolis,TO,BR
Dias d'Ávila,BA,BR
Dilermando de Aguiar,RS,BR
Diogo de Vasconcelos,MG,BR
Dionísio,MG,BR
Dionísio Cerqueira,SC,BR
Diorama,GO,BR
Dirce Reis,SP,BR
Dirceu Arcoverde,PI,BR
Divina Pastora,SE,BR
Divinésia,MG,BR
Divino,MG,BR
Divino das Laranjeiras,MG,BR
Divino de São Lourenço,ES,BR
Divinolândia,SP,BR
Divinolândia de Minas,MG,BR
Divinópolis,MG,BR
Divinópolis de Goiás,GO,BR
Divinópolis do Tocantins,TO,BR
Divisa Alegre,MG,BR
Divisa Nova,MG,BR
Divisópolis,MG,BR
Dobrada,SP,BR
Dois Córregos,SP,BR
Dois Irmãos,RS,BR
Dois Irmãos das Missões,RS,BR
Dois Irmãos do Buriti,MS,BR
Dois Irmãos do Tocantins,TO,BR
Dois Lajeados,RS,BR
Dois Riachos,AL,BR
Dois Vizinhos,PR,BR
Dolcinópolis,SP,BR
Dom Aquino,MT,BR
Dom Basílio,BA,BR
Dom Bosco,MG,BR
Dom Cavati,MG,BR
Dom Eliseu,PA,BR
Dom Expedito Lopes,PI,BR
Dom Feliciano,RS,BR
Domingos Martins,ES,BR
Domingos Mourão,PI,BR
Dom Inocêncio,PI,BR
Dom Joaquim,MG,BR
Dom Macedo Costa,BA,BR
Dom Pedrito,RS,BR
Dom Pedro,MA,BR
Dom Pedro de Alcântara,RS,BR
Dom Silvério,MG,BR
Dom Viçoso,MG,BR
Dona Emma,SC,BR
Dona Eusébia,MG,BR
Dona Francisca,RS,BR
Dona Inês,PB,BR
Dores de Campos,MG,BR
Dores de Guanhães,MG,BR
Dores do Indaiá,MG,BR
Dores do Rio Preto,ES,BR
Dores do Turvo,MG,BR
Doresópolis,MG,BR
Dormentes,PE,BR
Douradina,MS,BR
Douradina,PR,BR
Dourado,SP,BR
Douradoquara,MG,BR
Dourados,MS,BR
Doutor Camargo,PR,BR
Doutor Maurício Cardoso,RS,BR
Doutor Pedrinho,SC,BR
Doutor Ricardo,RS,BR
Doutor Severiano,RN,BR
Doutor Ulysses,PR,BR
Doverlândia,GO,BR
Dracena,SP,BR
Duartina,SP,BR
Duas Barras,RJ,BR
Duas Estradas,PB,BR
Dueré,TO,BR
Dumont,SP,BR
Duque Bacelar,MA,BR
Duque de Caxias,RJ,BR
Durandé,MG,BR
Echaporã,SP,BR
Ecoporanga,ES,BR
Edealina,GO,BR
Edeia,GO,BR
Eirunepé,AM,BR
Eldorado,MS,BR
Eldorado,SP,BR
Eldorado dos Carajás,PA,BR
Eldorado do Sul,RS,BR
Elesbão Veloso,PI,BR
Elias Fausto,SP,BR
Eliseu Martins,PI,BR
Elisiário,SP,BR
Elísio Medrado,BA,BR
Elói Mendes,MG,BR
Emas,PB,BR
Embaúba,SP,BR
Embu das Artes,SP,BR
Embu-Guaçu,SP,BR
Emilianópolis,SP,BR
Encantado,RS,BR
Encanto,RN,BR
Encruzilhada,BA,BR
Encruzilhada do Sul,RS,BR
Enéas Marques,PR,BR
Engenheiro Beltrão,PR,BR
Engenheiro Caldas,MG,BR
Engenheiro Coelho,SP,BR
Engenheiro Navarro,MG,BR
Engenheiro Paulo de Frontin,RJ,BR
Engenho Velho,RS,BR
Entre Folhas,MG,BR
Entre Ijuís,RS,BR
Entre Rios,BA,BR
Entre Rios,SC,BR
Entre Rios de Minas,MG,BR
Entre Rios do Oeste,PR,BR
Entre Rios do Sul,RS,BR
Envira,AM,BR
Epitaciolândia,AC,BR
Equador,RN,BR
Erebango,RS,BR
Erechim,RS,BR
Ererê,CE,BR
Érico Cardoso,BA,BR
Ermo,SC,BR
Ernestina,RS,BR
Erval Grande,RS,BR
Ervália,MG,BR
Erval Seco,RS,BR
Erval Velho,SC,BR
Escada,PE,BR
Esmeralda,RS,BR
Esmeraldas,MG,BR
Espera Feliz,MG,BR
Esperança,PB,BR
Esperança do Sul,RS,BR
Esperança Nova,PR,BR
Esperantina,PI,BR
Esperantina,TO,BR
Esperantinópolis,MA,BR
Espigão Alto do Iguaçu,PR,BR
Espigão d'Oeste,RO,BR
Espinosa,MG,BR
Espírito Santo,RN,BR
Espírito Santo do Dourado,MG,BR
Espírito Santo do Pinhal,SP,BR
Espírito Santo do Turvo,SP,BR
Esplanada,BA,BR
Espumoso,RS,BR
Estação,RS,BR
Estância,SE,BR
Estância Velha,RS,BR
Esteio,RS,BR
Estiva,MG,BR
Estiva Gerbi,SP,BR
Estreito,MA,BR
Estrela,RS,BR
Estrela Dalva,MG,BR
Estrela de Alagoas,AL,BR
Estrela d'Oeste,SP,BR
Estrela do Indaiá,MG,BR
Estrela do Norte,GO,BR
Estrela do Norte,SP,BR
Estrela do Sul,MG,BR
Estrela Velha,RS,BR
Euclides da Cunha,BA,BR
Euclides da Cunha Paulista,SP,BR
Eugênio de Castro,RS,BR
Eugenópolis,MG,BR
Eunápolis,BA,BR
Eusébio,CE,BR
Ewbank da Câmara,MG,BR
Extrema,MG,BR
Extremoz,RN,BR
Exu,PE,BR
Fagundes,PB,BR
Fagundes Varela,RS,BR
Faina,GO,BR
Fama,MG,BR
Faria Lemos,MG,BR
Farias Brito,CE,BR
Faro,PA,BR
Farol,PR,BR
Farroupilha,RS,BR
Fartura,SP,BR
Fartura do Piauí,PI,BR
Fátima,BA,BR
Fátima,TO,BR
Fátima do Sul,MS,BR
Faxinal,PR,BR
Faxinal dos Guedes,SC,BR
Faxinal do Soturno,RS,BR
Faxinalzinho,RS,BR
Fazenda Nova,GO,BR
Fazenda Rio Grande,PR,BR
Fazenda Vilanova,RS,BR
Feijó,AC,BR
Feira da Mata,BA,BR
Feira de Santana,BA,BR
Feira Grande,AL,BR
Feira Nova,PE,BR
Feira Nova,SE,BR
Feira Nova do Maranhão,MA,BR
Felício dos Santos,MG,BR
Felipe Guerra,RN,BR
Felisburgo,MG,BR
Felixlândia,MG,BR
Feliz,RS,BR
Feliz Deserto,AL,BR
Feliz Natal,MT,BR
Fênix,PR,BR
Fernandes Pinheiro,PR,BR
Fernandes Tourinho,MG,BR
Fernando Falcão,MA,BR
Fernando Pedroza,RN,BR
Fernandópolis,SP,BR
Fernando Prestes,SP,BR
Fernão,SP,BR
Ferraz de Vasconcelos,SP,BR
Ferreira Gomes,AP,BR
Ferreiros,PE,BR
Ferros,MG,BR
Fervedouro,MG,BR
Figueira,PR,BR
Figueirão,MS,BR
Figueirópolis,TO,BR
Figueirópolis d'Oeste,MT,BR
Filadélfia,BA,BR
Filadélfia,TO,BR
Firmino Alves,BA,BR
Firminópolis,GO,BR
Flexeiras,AL,BR
Floraí,PR,BR
Florânia,RN,BR
Flora Rica,SP,BR
Flor da Serra do Sul,PR,BR
Flor do Sertão,SC,BR
Floreal,SP,BR
Flores,PE,BR
Flores da Cunha,RS,BR
Flores de Goiás,GO,BR
Flores do Piauí,PI,BR
Floresta,PE,BR
Floresta,PR,BR
Floresta Azul,BA,BR
Floresta do Araguaia,PA,BR
Floresta do Piauí,PI,BR
Florestal,MG,BR
Florestópolis,PR,BR
Floriano,PI,BR
Floriano Peixoto,RS,BR
Florianópolis,SC,BR
Flórida,PR,BR
Flórida Paulista,SP,BR
Florínea,SP,BR
Fonte Boa,AM,BR
Fontoura Xavier,RS,BR
Formiga,MG,BR
Formigueiro,RS,BR
Formosa,GO,BR
Formosa da Serra Negra,MA,BR
Formosa do Oeste,PR,BR
Formosa do Rio Preto,BA,BR
Formosa do Sul,SC,BR
Formoso,GO,BR
Formoso,MG,BR
Formoso do Araguaia,TO,BR
Forquetinha,RS,BR
Forquilha,CE,BR
Forquilhinha,SC,BR
Fortaleza,CE,BR
Fortaleza de Minas,MG,BR
Fortaleza dos Nogueiras,MA,BR
Fortaleza dos Valos,RS,BR
Fortaleza do Tabocão,TO,BR
Fortim,CE,BR
Fortuna,MA,BR
Fortuna de Minas,MG,BR
Foz do Iguaçu,PR,BR
Foz do Jordão,PR,BR
Fraiburgo,SC,BR
Franca,SP,BR
Francinópolis,PI,BR
Francisco Alves,PR,BR
Francisco Ayres,PI,BR
Francisco Badaró,MG,BR
Francisco Beltrão,PR,BR
Francisco Dantas,RN,BR
Francisco Dumont,MG,BR
Francisco Macedo,PI,BR
Francisco Morato,SP,BR
Franciscópolis,MG,BR
Francisco Sá,MG,BR
Francisco Santos,PI,BR
Franco da Rocha,SP,BR
Frecheirinha,CE,BR
Frederico Westphalen,RS,BR
Frei Gaspar,MG,BR
Frei Inocêncio,MG,BR
Frei Lagonegro,MG,BR
Frei Martinho,PB,BR
Frei Miguelinho,PE,BR
Frei Paulo,SE,BR
Frei Rogério,SC,BR
Fronteira,MG,BR
Fronteira dos Vales,MG,BR
Fronteiras,PI,BR
Fruta de Leite,MG,BR
Frutal,MG,BR
Frutuoso Gomes,RN,BR
Fundão,ES,BR
Funilândia,MG,BR
Gabriel Monteiro,SP,BR
Gado Bravo,PB,BR
Gália,SP,BR
Galileia,MG,BR
Galinhos,RN,BR
Galvão,SC,BR
Gameleira,PE,BR
Gameleira de Goiás,GO,BR
Gameleiras,MG,BR
Gandu,BA,BR
Garanhuns,PE,BR
Gararu,SE,BR
Garça,SP,BR
Garibaldi,RS,BR
Garopaba,SC,BR
Garrafão do Norte,PA,BR
Garruchos,RS,BR
Garuva,SC,BR
Gaspar,SC,BR
Gastão Vidigal,SP,BR
Gaúcha do Norte,MT,BR
Gaurama,RS,BR
Gavião,BA,BR
Gavião Peixoto,SP,BR
Geminiano,PI,BR
General Câmara,RS,BR
General Carneiro,MT,BR
General Carneiro,PR,BR
General Maynard,SE,BR
General Salgado,SP,BR
General Sampaio,CE,BR
Gentil,RS,BR
Gentio do Ouro,BA,BR
Getulina,SP,BR
Getúlio Vargas,RS,BR
Gilbués,PI,BR
Girau do Ponciano,AL,BR
Giruá,RS,BR
Glaucilândia,MG,BR
Glicério,SP,BR
Glória,BA,BR
Glória de Dourados,MS,BR
Glória d'Oeste,MT,BR
Glória do Goitá,PE,BR
Glorinha,RS,BR
Godofredo Viana,MA,BR
Godoy Moreira,PR,BR
Goiabeira,MG,BR
Goiana,PE,BR
Goianá,MG,BR
Goianápolis,GO,BR
Goiandira,GO,BR
Goianésia,GO,BR
Goianésia do Pará,PA,BR
Goiânia,GO,BR
Goianinha,RN,BR
Goianira,GO,BR
Goianorte,TO,BR
Goiás,GO,BR
Goiatins,TO,BR
Goiatuba,GO,BR
Goioerê,PR,BR
Goioxim,PR,BR
Gonçalves,MG,BR
Gonçalves Dias,MA,BR
Gongogi,BA,BR
Gonzaga,MG,BR
Gouvêia,MG,BR
Gouvelândia,GO,BR
Governador Archer,MA,BR
Governador Celso Ramos,SC,BR
Governador Dix-Sept Rosado,RN,BR
Governador Edison Lobão,MA,BR
Governador Eugênio Barros,MA,BR
Governador Jorge Teixeira,RO,BR
Governador Lindenberg,ES,BR
Governador Luiz Rocha,MA,BR
Governador Mangabeira,BA,BR
Governador Newton Bello,MA,BR
Governador Nunes Freire,MA,BR
Governador Valadares,MG,BR
Graça,CE,BR
Graça Aranha,MA,BR
Graccho Cardoso,SE,BR
Grajaú,MA,BR
Gramado,RS,BR
Gramado dos Loureiros,RS,BR
Gramado Xavier,RS,BR
Grandes Rios,PR,BR
Granito,PE,BR
Granja,CE,BR
Granjeiro,CE,BR
Grão Mogol,MG,BR
Grão Pará,SC,BR
Gravatá,PE,BR
Gravataí,RS,BR
Gravatal,SC,BR
Groaíras,CE,BR
Grossos,RN,BR
Grupiara,MG,BR
Guabiju,RS,BR
Guabiruba,SC,BR
Guaçuí,ES,BR
Guadalupe,PI,BR
Guaíba,RS,BR
Guaiçara,SP,BR
Guaimbê,SP,BR
Guaíra,PR,BR
Guaíra,SP,BR
Guairaçá,PR,BR
Guaiúba,CE,BR
Guajará,AM,BR
Guajará-Mirim,RO,BR
Guajeru,BA,BR
Guamaré,RN,BR
Guamiranga,PR,BR
Guanambi,BA,BR
Guanhães,MG,BR
Guapé,MG,BR
Guapiaçu,SP,BR
Guapiara,SP,BR
Guapimirim,RJ,BR
Guapirama,PR,BR
Guapó,GO,BR
Guaporema,PR,BR
Guaporé,RS,BR
Guará,SP,BR
Guarabira,PB,BR
Guaraçaí,SP,BR
Guaraci,PR,BR
Guaraci,SP,BR
Guaraciaba,MG,BR
Guaraciaba,SC,BR
Guaraciaba do Norte,CE,BR
Guaraciama,MG,BR
Guaraí,TO,BR
Guaraíta,GO,BR
Guaramiranga,CE,BR
Guaramirim,SC,BR
Guaranésia,MG,BR
Guarani,MG,BR
Guaraniaçu,PR,BR
Guarani das Missões,RS,BR
Guarani de Goiás,GO,BR
Guarani d'Oeste,SP,BR
Guarantã,SP,BR
Guarantã do Norte,MT,BR
Guarapari,ES,BR
Guarapuava,PR,BR
Guaraqueçaba,PR,BR
Guarará,MG,BR
Guararapes,SP,BR
Guararema,SP,BR
Guaratinga,BA,BR
Guaratinguetá,SP,BR
Guaratuba,PR,BR
Guarda-Mor,MG,BR
Guareí,SP,BR
Guariba,SP,BR
Guaribas,PI,BR
Guarinos,GO,BR
Guarujá,SP,BR
Guarujá do Sul,SC,BR
Guarulhos,SP,BR
Guatambu,SC,BR
Guatapará,SP,BR
Guaxupé,MG,BR
Guia Lopes da Laguna,MS,BR
Guidoval,MG,BR
Guimarães,MA,BR
Guimarânia,MG,BR
Guiratinga,MT,BR
Guiricema,MG,BR
Gurinhatã,MG,BR
Gurinhém,PB,BR
Gurjão,PB,BR
Gurupá,PA,BR
Gurupi,TO,BR
Guzolândia,SP,BR
Harmonia,RS,BR
Heitoraí,GO,BR
Heliodora,MG,BR
Heliópolis,BA,BR
